date,model,VaR,loss
2016-07-04,Historical simulation,2.874295956977032,-1.189214952718043
2016-07-05,Historical simulation,2.874295956977032,-0.4496327368203268
2016-07-06,Historical simulation,2.874295956977032,0.21840450412291545
2016-07-07,Historical simulation,2.874295956977032,-1.77941181123078
2016-07-08,Historical simulation,2.874295956977032,0.3697534141420711
2016-07-11,Historical simulation,2.874295956977032,0.9794576905834518
2016-07-12,Historical simulation,2.874295956977032,-1.0128522475810087
2016-07-13,Historical simulation,2.874295956977032,-2.431867492993689
2016-07-14,Historical simulation,2.874295956977032,1.2565282588223425
2016-07-15,Historical simulation,2.874295956977032,0.32000027306713363
2016-07-18,Historical simulation,2.874295956977032,-1.3362828319602116
2016-07-19,Historical simulation,2.874295956977032,0.8559168307937348
2016-07-20,Historical simulation,2.874295956977032,1.129513070182142
2016-07-21,Historical simulation,2.874295956977032,0.10455892999283734
2016-07-22,Historical simulation,2.874295956977032,1.4815764653715036
2016-07-25,Historical simulation,2.874295956977032,0.08774833725748721
2016-07-26,Historical simulation,2.874295956977032,0.10940835830828277
2016-07-27,Historical simulation,2.874295956977032,-1.152768188234976
2016-07-28,Historical simulation,2.874295956977032,-0.15686277726256748
2016-07-29,Historical simulation,2.874295956977032,0.7499825128924442
2016-08-01,Historical simulation,2.874295956977032,0.5920316228920086
2016-08-02,Historical simulation,2.874295956977032,1.9199767626269626
2016-08-03,Historical simulation,2.874295956977032,0.7005061540496627
2016-08-04,Historical simulation,2.874295956977032,-0.05223378694987346
2016-08-05,Historical simulation,2.874295956977032,0.7226096096695223
2016-08-08,Historical simulation,2.874295956977032,-0.3293952136922407
2016-08-09,Historical simulation,2.874295956977032,-1.2440956168125794
2016-08-10,Historical simulation,2.874295956977032,-1.7096560843470776
2016-08-11,Historical simulation,2.874295956977032,-1.82035793013835
2016-08-12,Historical simulation,2.874295956977032,0.6884787254223035
2016-08-15,Historical simulation,2.874295956977032,-0.5717864085683644
2016-08-16,Historical simulation,2.874295956977032,0.2064391510184116
2016-08-17,Historical simulation,2.874295956977032,-0.36401732874855597
2016-08-18,Historical simulation,2.874295956977032,-0.021193496703464376
2016-08-19,Historical simulation,2.874295956977032,-0.24642283791846964
2016-08-22,Historical simulation,2.874295956977032,0.696993639553245
2016-08-23,Historical simulation,2.874295956977032,-0.22478062986515113
2016-08-24,Historical simulation,2.874295956977032,-0.24395245179107405
2016-08-25,Historical simulation,2.874295956977032,0.34413004771041145
2016-08-26,Historical simulation,2.874295956977032,-1.3949330806734217
2016-08-29,Historical simulation,2.874295956977032,-0.2527690006378869
2016-08-30,Historical simulation,2.874295956977032,-0.48133256381044376
2016-08-31,Historical simulation,2.874295956977032,-0.2909524801709473
2016-09-01,Historical simulation,2.874295956977032,0.80963666510252
2016-09-05,Historical simulation,2.874295956977032,0.6957905917896134
2016-09-06,Historical simulation,2.874295956977032,0.09785841422278452
2016-09-07,Historical simulation,2.874295956977032,0.39541849616915314
2016-09-08,Historical simulation,2.874295956977032,-0.7217419358917176
2016-09-09,Historical simulation,2.874295956977032,-0.1215349562553314
2016-09-12,Historical simulation,2.874295956977032,1.0733987159793124
2016-09-13,Historical simulation,2.874295956977032,0.0060629945147994135
2016-09-14,Historical simulation,2.874295956977032,0.46795794776564037
2016-09-15,Historical simulation,2.874295956977032,0.07007815524220362
2016-09-16,Historical simulation,2.874295956977032,0.7449422207818301
2016-09-19,Historical simulation,2.874295956977032,-1.0052024755976774
2016-09-20,Historical simulation,2.874295956977032,-0.8295159806623431
2016-09-21,Historical simulation,2.874295956977032,-0.7673574463545663
2016-09-22,Historical simulation,2.874295956977032,-0.4328817232408966
2016-09-23,Historical simulation,2.874295956977032,-0.4028337554475847
2016-09-26,Historical simulation,2.874295956977032,-0.4366722206764706
2016-09-27,Historical simulation,2.874295956977032,-1.152788606378774
2016-09-28,Historical simulation,2.874295956977032,-0.2668398576640918
2016-09-29,Historical simulation,2.874295956977032,-0.26612971708557254
2016-09-30,Historical simulation,2.874295956977032,0.4103972928382049
2016-10-03,Historical simulation,2.874295956977032,0.391590091125682
2016-10-04,Historical simulation,2.874295956977032,-0.16822092100081676
2016-10-05,Historical simulation,2.874295956977032,-0.41422421469121673
2016-10-06,Historical simulation,2.874295956977032,-0.040746238812783275
2016-10-07,Historical simulation,2.874295956977032,0.49151615430904627
2016-10-10,Historical simulation,2.874295956977032,1.437284523944271
2016-10-11,Historical simulation,2.874295956977032,-1.204540751630745
2016-10-12,Historical simulation,2.874295956977032,-0.013188648988649021
2016-10-13,Historical simulation,2.874295956977032,-0.40652840264474577
2016-10-14,Historical simulation,2.874295956977032,-0.2579743893696751
2016-10-17,Historical simulation,2.874295956977032,0.884541020738272
2016-10-18,Historical simulation,2.874295956977032,-0.1570100911707506
2016-10-19,Historical simulation,2.7346885822827733,-1.0022623672214515
2016-10-20,Historical simulation,2.7346885822827733,0.3635627295830446
2016-10-21,Historical simulation,2.7346885822827733,0.22753470238709994
2016-10-24,Historical simulation,2.7346885822827733,0.9993846248790739
2016-10-25,Historical simulation,2.7346885822827733,0.2717473242230817
2016-10-26,Historical simulation,2.7346885822827733,0.3808004364542761
2016-10-27,Historical simulation,2.7346885822827733,-0.48722430909391434
2016-10-28,Historical simulation,2.7346885822827733,-0.7872608073886234
2016-10-31,Historical simulation,2.7346885822827733,0.9498985308258767
2016-11-01,Historical simulation,2.7346885822827733,-0.11830820664187058
